item_id,date,pred,units,cutoff
FOODS_3_080,2016-03-09,16.528521023226677,12,2016-02-28
FOODS_3_090,2016-03-09,47.130854199267915,30,2016-02-28
FOODS_3_120,2016-03-09,29.25531405504264,0,2016-02-28
FOODS_3_252,2016-03-09,30.902792511819243,21,2016-02-28
FOODS_3_555,2016-03-09,16.808608501970266,12,2016-02-28
FOODS_3_586,2016-03-09,31.30975878956196,34,2016-02-28
FOODS_3_587,2016-03-09,23.492816474108487,32,2016-02-28
FOODS_3_714,2016-03-09,16.82736143714031,17,2016-02-28
FOODS_3_808,2016-03-09,11.348501257670778,0,2016-02-28
FOODS_2_197,2016-03-10,17.471484930172412,13,2016-02-28
FOODS_3_080,2016-03-10,18.47219124607632,11,2016-02-28
FOODS_3_090,2016-03-10,49.214104017522644,40,2016-02-28
FOODS_3_120,2016-03-10,26.311677265472664,0,2016-02-28
FOODS_3_252,2016-03-10,33.370371989542534,28,2016-02-28
FOODS_3_555,2016-03-10,18.2497429500584,19,2016-02-28
FOODS_3_586,2016-03-10,34.30926092857472,41,2016-02-28
FOODS_3_587,2016-03-10,21.368046087631843,20,2016-02-28
FOODS_3_714,2016-03-10,17.09134638105726,22,2016-02-28
FOODS_3_808,2016-03-10,10.693186159671807,1,2016-02-28
FOODS_2_197,2016-03-11,16.241415219445944,11,2016-02-28
FOODS_3_080,2016-03-11,19.17114137824381,19,2016-02-28
FOODS_3_090,2016-03-11,62.731591347769275,63,2016-02-28
FOODS_3_120,2016-03-11,22.98622591715944,0,2016-02-28
FOODS_3_252,2016-03-11,37.65482915610803,38,2016-02-28
FOODS_3_555,2016-03-11,18.366072996901185,11,2016-02-28
FOODS_3_586,2016-03-11,38.05800233716062,19,2016-02-28
FOODS_3_587,2016-03-11,21.444901618535976,26,2016-02-28
FOODS_3_714,2016-03-11,19.067928310714258,18,2016-02-28
FOODS_3_808,2016-03-11,11.728750895885623,2,2016-02-28
FOODS_2_197,2016-03-12,22.63098528861529,13,2016-02-28
FOODS_3_080,2016-03-12,25.144013085925017,45,2016-02-28
FOODS_3_090,2016-03-12,78.6428841641841,58,2016-02-28
FOODS_3_120,2016-03-12,38.55885152005435,0,2016-02-28
FOODS_3_252,2016-03-12,51.88032509491337,39,2016-02-28
FOODS_3_555,2016-03-12,23.660467381231292,31,2016-02-28
FOODS_3_586,2016-03-12,48.501935604062666,42,2016-02-28
FOODS_3_587,2016-03-12,31.479653054292534,30,2016-02-28
FOODS_3_714,2016-03-12,25.395713938454797,29,2016-02-28
FOODS_3_808,2016-03-12,13.859034684690194,7,2016-02-28
FOODS_2_197,2016-03-13,25.42444433878749,19,2016-02-28
FOODS_3_080,2016-03-13,25.034738052793973,15,2016-02-28
FOODS_3_090,2016-03-13,73.59177196796941,56,2016-02-28
FOODS_3_120,2016-03-13,37.44775720927085,57,2016-02-28
FOODS_3_252,2016-03-13,54.98495742535329,35,2016-02-28
FOODS_3_555,2016-03-13,25.16301433811604,19,2016-02-28
FOODS_3_586,2016-03-13,52.48384055775855,37,2016-02-28
FOODS_3_587,2016-03-13,32.292864251314015,1,2016-02-28
FOODS_3_714,2016-03-13,28.953158186915882,15,2016-02-28
FOODS_3_808,2016-03-13,18.72838812788614,2,2016-02-28
FOODS_2_197,2016-03-14,17.55984827154617,20,2016-02-28
FOODS_3_080,2016-03-14,17.445279074573644,11,2016-02-28
FOODS_3_090,2016-03-14,50.2421809185285,45,2016-02-28
FOODS_3_120,2016-03-14,25.84195451729178,6,2016-02-28
FOODS_3_252,2016-03-14,33.72875555202468,28,2016-02-28
FOODS_3_555,2016-03-14,16.602098860191216,20,2016-02-28
FOODS_3_586,2016-03-14,32.838856260353865,39,2016-02-28
FOODS_3_587,2016-03-14,24.533593138825527,37,2016-02-28
FOODS_3_714,2016-03-14,17.64059389957503,16,2016-02-28
FOODS_3_808,2016-03-14,13.915146382584549,2,2016-02-28
FOODS_2_197,2016-03-15,15.450625407447147,10,2016-02-28
FOODS_3_080,2016-03-15,15.960532107972782,8,2016-02-28
FOODS_3_090,2016-03-15,44.48198054201902,30,2016-02-28
FOODS_3_120,2016-03-15,23.602555163890102,43,2016-02-28
FOODS_3_252,2016-03-15,29.619735682524084,21,2016-02-28
FOODS_3_555,2016-03-15,15.960532107972782,7,2016-02-28
FOODS_3_586,2016-03-15,29.478185926031436,26,2016-02-28
FOODS_3_587,2016-03-15,21.877790807871456,15,2016-02-28
FOODS_3_714,2016-03-15,15.707092578087398,6,2016-02-28
FOODS_3_808,2016-03-15,12.342289007789628,1,2016-02-28
FOODS_2_197,2016-03-16,15.499907004475775,11,2016-02-28
FOODS_3_080,2016-03-16,15.960532107972782,12,2016-02-28
FOODS_3_090,2016-03-16,43.94443117425258,38,2016-02-28
FOODS_3_120,2016-03-16,23.080684105566938,30,2016-02-28
FOODS_3_252,2016-03-16,30.083948029732465,23,2016-02-28
FOODS_3_555,2016-03-16,15.960532107972782,15,2016-02-28
FOODS_3_586,2016-03-16,29.90511784829771,27,2016-02-28
FOODS_3_587,2016-03-16,18.722346087940544,43,2016-02-28
FOODS_3_714,2016-03-16,15.758887328833628,11,2016-02-28
FOODS_3_808,2016-03-16,11.665206967689196,0,2016-02-28
FOODS_2_197,2016-03-17,14.591923730690448,11,2016-02-28
FOODS_3_080,2016-03-17,16.03294523756106,7,2016-02-28
FOODS_3_090,2016-03-17,44.79021764978905,42,2016-02-28
FOODS_3_120,2016-03-17,22.981557802863833,52,2016-02-28
FOODS_3_252,2016-03-17,30.77566464026427,23,2016-02-28
FOODS_3_555,2016-03-17,16.158149446571375,13,2016-02-28
FOODS_3_586,2016-03-17,30.05541750543427,39,2016-02-28
FOODS_3_587,2016-03-17,21.15717883307899,27,2016-02-28
FOODS_3_714,2016-03-17,15.453812180079028,9,2016-02-28
FOODS_3_808,2016-03-17,11.769433183639903,0,2016-02-28
FOODS_2_197,2016-03-18,15.442769970678267,14,2016-02-28
FOODS_3_080,2016-03-18,18.481514828744547,30,2016-02-28
FOODS_3_090,2016-03-18,62.577729144966,43,2016-02-28
FOODS_3_120,2016-03-18,28.65559094966801,26,2016-02-28
FOODS_3_252,2016-03-18,38.553785202049994,31,2016-02-28
FOODS_3_555,2016-03-18,18.176254619655197,15,2016-02-28
FOODS_3_586,2016-03-18,35.38049970054183,31,2016-02-28
FOODS_3_587,2016-03-18,23.058011776587122,30,2016-02-28
FOODS_3_714,2016-03-18,19.117209907742883,20,2016-02-28
FOODS_3_808,2016-03-18,12.564404757767678,0,2016-02-28
FOODS_2_197,2016-03-19,21.292835808255447,16,2016-02-28
FOODS_3_080,2016-03-19,24.72683382489594,30,2016-02-28
FOODS_3_090,2016-03-19,75.08758116968532,92,2016-02-28
FOODS_3_120,2016-03-19,44.38869466179807,60,2016-02-28
FOODS_3_252,2016-03-19,52.19398776079467,52,2016-02-28
FOODS_3_555,2016-03-19,26.62492640233942,20,2016-02-28
FOODS_3_586,2016-03-19,45.921565343537296,42,2016-02-28
FOODS_3_587,2016-03-19,29.43380577629662,61,2016-02-28
FOODS_3_714,2016-03-19,25.992532432030412,37,2016-02-28
FOODS_3_808,2016-03-19,16.913098227501436,0,2016-02-28
FOODS_2_197,2016-03-20,25.251699852945087,24,2016-02-28
FOODS_3_080,2016-03-20,25.4765724920632,28,2016-02-28
FOODS_3_090,2016-03-20,72.0902227592168,66,2016-02-28
FOODS_3_120,2016-03-20,42.89650961679808,135,2016-02-28
FOODS_3_252,2016-03-20,54.825492020116705,56,2016-02-28
FOODS_3_555,2016-03-20,25.4765724920632,22,2016-02-28
FOODS_3_586,2016-03-20,50.19679814356784,49,2016-02-28
FOODS_3_587,2016-03-20,35.361087729248865,54,2016-02-28
FOODS_3_714,2016-03-20,27.028374664291167,28,2016-02-28
FOODS_3_808,2016-03-20,18.306262432221143,0,2016-02-28
FOODS_2_197,2016-03-21,16.35379539234397,19,2016-02-28
FOODS_3_080,2016-03-21,16.30191319172373,17,2016-02-28
FOODS_3_090,2016-03-21,52.599754787870374,40,2016-02-28
FOODS_3_120,2016-03-21,30.08896818015336,18,2016-02-28
FOODS_3_252,2016-03-21,32.27545097762529,14,2016-02-28
FOODS_3_555,2016-03-21,16.176708982713418,11,2016-02-28
FOODS_3_586,2016-03-21,30.674187738382663,27,2016-02-28
FOODS_3_587,2016-03-21,25.97603722961424,46,2016-02-28
FOODS_3_714,2016-03-21,16.176708982713418,13,2016-02-28
FOODS_3_808,2016-03-21,14.283253732422324,0,2016-02-28
FOODS_2_197,2016-03-22,14.273201955956683,9,2016-02-28
FOODS_3_080,2016-03-22,15.911250510944146,29,2016-02-28
FOODS_3_090,2016-03-22,48.81538811756727,36,2016-02-28
FOODS_3_120,2016-03-22,25.437087074444765,0,2016-02-28
FOODS_3_252,2016-03-22,29.66035676415821,14,2016-02-28
FOODS_3_555,2016-03-22,15.911250510944146,21,2016-02-28
FOODS_3_586,2016-03-22,28.980680487984397,24,2016-02-28
FOODS_3_587,2016-03-22,19.258507832328952,30,2016-02-28
FOODS_3_714,2016-03-22,15.857053559176595,17,2016-02-28
FOODS_3_808,2016-03-22,12.070656927367223,0,2016-02-28
FOODS_2_197,2016-03-23,14.11402640377358,4,2016-02-28
FOODS_3_080,2016-03-23,15.786046301933842,13,2016-02-28
FOODS_3_090,2016-03-23,48.41737531533845,29,2016-02-28
FOODS_3_120,2016-03-23,27.22330942614918,30,2016-02-28
FOODS_3_252,2016-03-23,28.89423173131033,32,2016-02-28
FOODS_3_555,2016-03-23,15.786046301933842,17,2016-02-28
FOODS_3_586,2016-03-23,28.477097420532854,33,2016-02-28
FOODS_3_587,2016-03-23,19.453872552937334,27,2016-02-28
FOODS_3_714,2016-03-23,15.747159604022114,18,2016-02-28
FOODS_3_808,2016-03-23,11.917092990667202,0,2016-02-28
FOODS_2_197,2016-03-24,13.773803835676874,9,2016-02-28
FOODS_3_080,2016-03-24,18.340370007987683,37,2016-02-28
FOODS_3_090,2016-03-24,54.24518821685142,48,2016-02-28
FOODS_3_120,2016-03-24,25.39400890431475,41,2016-02-28
FOODS_3_252,2016-03-24,29.714441081885777,26,2016-02-28
FOODS_3_555,2016-03-24,16.557991815232413,19,2016-02-28
FOODS_3_586,2016-03-24,28.91642820432047,36,2016-02-28
FOODS_3_587,2016-03-24,18.966908433156288,34,2016-02-28
FOODS_3_714,2016-03-24,15.620207646704541,12,2016-02-28
FOODS_3_808,2016-03-24,12.021319206617912,0,2016-02-28
FOODS_2_197,2016-03-25,15.292490668434114,16,2016-02-28
FOODS_3_080,2016-03-25,18.05612495126675,21,2016-02-28
FOODS_3_090,2016-03-25,63.5970811529711,60,2016-02-28
FOODS_3_120,2016-03-25,30.637228901855384,38,2016-02-28
FOODS_3_252,2016-03-25,36.31662446894271,45,2016-02-28
FOODS_3_555,2016-03-25,18.071435205122583,23,2016-02-28
FOODS_3_586,2016-03-25,35.27003037297254,45,2016-02-28
FOODS_3_587,2016-03-25,21.348560611486015,41,2016-02-28
FOODS_3_714,2016-03-25,19.117209907742883,27,2016-02-28
FOODS_3_808,2016-03-25,12.564404757767678,0,2016-02-28
FOODS_2_197,2016-03-26,21.249795942159253,11,2016-02-28
FOODS_3_080,2016-03-26,24.58060366791059,24,2016-02-28
FOODS_3_090,2016-03-26,84.05336274159306,102,2016-02-28
FOODS_3_120,2016-03-26,56.95204159691654,84,2016-02-28
FOODS_3_252,2016-03-26,51.94256442343259,73,2016-02-28
FOODS_3_555,2016-03-26,24.25341049346719,25,2016-02-28
FOODS_3_586,2016-03-26,45.438456480812455,63,2016-02-28
FOODS_3_587,2016-03-26,30.431602365145288,39,2016-02-28
FOODS_3_714,2016-03-26,25.461131613040084,43,2016-02-28
FOODS_3_808,2016-03-26,16.464072879252598,12,2016-02-28
FOODS_2_197,2016-03-27,22.691971023658084,12,2016-02-28
FOODS_3_080,2016-03-27,23.034457442507943,18,2016-02-28
FOODS_3_090,2016-03-27,88.34926166296525,112,2016-02-28
FOODS_3_120,2016-03-27,50.57998563780707,69,2016-02-28
FOODS_3_252,2016-03-27,53.163608086263515,54,2016-02-28
FOODS_3_555,2016-03-27,23.548810948311548,21,2016-02-28
FOODS_3_586,2016-03-27,47.29778319488974,63,2016-02-28
FOODS_3_587,2016-03-27,24.610793656825333,51,2016-02-28
FOODS_3_714,2016-03-27,25.750372424453616,30,2016-02-28
FOODS_3_808,2016-03-27,19.156994993322453,3,2016-02-28
FOODS_2_197,2016-03-28,12.849368426504922,26,2016-03-27
FOODS_3_080,2016-03-28,18.25580771983937,16,2016-03-27
FOODS_3_090,2016-03-28,52.61788218566426,25,2016-03-27
FOODS_3_120,2016-03-28,33.59866567246633,34,2016-03-27
FOODS_3_252,2016-03-28,30.141739341153304,24,2016-03-27
FOODS_3_555,2016-03-28,16.16449325051318,19,2016-03-27
FOODS_3_586,2016-03-28,33.4243744764904,27,2016-03-27
FOODS_3_587,2016-03-28,34.12245694682016,38,2016-03-27
FOODS_3_714,2016-03-28,18.25281830427857,11,2016-03-27
FOODS_3_808,2016-03-28,3.863790217495571,16,2016-03-27
FOODS_2_197,2016-03-29,10.792414397816907,12,2016-03-27
FOODS_3_080,2016-03-29,17.27912993449377,27,2016-03-27
FOODS_3_090,2016-03-29,48.81198935841307,47,2016-03-27
FOODS_3_120,2016-03-29,33.45480468916175,62,2016-03-27
FOODS_3_252,2016-03-29,28.144546329118246,28,2016-03-27
FOODS_3_555,2016-03-29,15.62923893899521,19,2016-03-27
FOODS_3_586,2016-03-29,31.50916144022571,32,2016-03-27
FOODS_3_587,2016-03-29,28.558589713240153,26,2016-03-27
FOODS_3_714,2016-03-29,18.171584138727845,4,2016-03-27
FOODS_3_808,2016-03-29,6.071661044962625,1,2016-03-27
FOODS_2_197,2016-03-30,11.396055630987645,12,2016-03-27
FOODS_3_080,2016-03-30,15.949759041184441,7,2016-03-27
FOODS_3_090,2016-03-30,46.7965107651626,23,2016-03-27
FOODS_3_120,2016-03-30,29.351588695931664,21,2016-03-27
FOODS_3_252,2016-03-30,30.29054596466736,25,2016-03-27
FOODS_3_555,2016-03-30,16.09614140594657,16,2016-03-27
FOODS_3_586,2016-03-30,31.82708489054203,26,2016-03-27
FOODS_3_587,2016-03-30,28.7429494781417,25,2016-03-27
FOODS_3_714,2016-03-30,17.10309805801696,13,2016-03-27
FOODS_3_808,2016-03-30,4.017066676863501,3,2016-03-27
FOODS_2_197,2016-03-31,10.65569080540502,9,2016-03-27
FOODS_3_080,2016-03-31,13.785254304533208,13,2016-03-27
FOODS_3_090,2016-03-31,54.319983250332264,21,2016-03-27
FOODS_3_120,2016-03-31,31.397362973993935,29,2016-03-27
FOODS_3_252,2016-03-31,30.68223368928308,26,2016-03-27
FOODS_3_555,2016-03-31,16.170591314162685,12,2016-03-27
FOODS_3_586,2016-03-31,31.903183698971137,28,2016-03-27
FOODS_3_587,2016-03-31,28.193267138085865,15,2016-03-27
FOODS_3_714,2016-03-31,17.887224856774964,19,2016-03-27
FOODS_3_808,2016-03-31,9.356254478867118,13,2016-03-27
FOODS_2_197,2016-04-01,13.449647200742023,9,2016-03-27
FOODS_3_080,2016-04-01,19.310225110781726,28,2016-03-27
FOODS_3_090,2016-04-01,73.40838112927958,72,2016-03-27
FOODS_3_120,2016-04-01,41.575406323644025,44,2016-03-27
FOODS_3_252,2016-04-01,42.20518120875456,45,2016-03-27
FOODS_3_555,2016-04-01,19.4175387815739,19,2016-03-27
FOODS_3_586,2016-04-01,42.08280339366023,36,2016-03-27
FOODS_3_587,2016-04-01,32.54545406679139,15,2016-03-27
FOODS_3_714,2016-04-01,23.285500294457407,29,2016-03-27
FOODS_3_808,2016-04-01,9.94458166733954,6,2016-03-27
FOODS_2_197,2016-04-02,16.800358722053556,23,2016-03-27
FOODS_3_080,2016-04-02,25.75877063288489,31,2016-03-27
FOODS_3_090,2016-04-02,102.0349662796005,58,2016-03-27
FOODS_3_120,2016-04-02,61.09541054347872,109,2016-03-27
FOODS_3_252,2016-04-02,55.98123076784695,68,2016-03-27
FOODS_3_555,2016-04-02,24.116639202926613,30,2016-03-27
FOODS_3_586,2016-04-02,53.87924822628979,65,2016-03-27
FOODS_3_587,2016-04-02,46.246729198858475,27,2016-03-27
FOODS_3_714,2016-04-02,34.59820244305584,40,2016-03-27
FOODS_3_808,2016-04-02,9.8189586796219,0,2016-03-27
FOODS_2_197,2016-04-03,21.38374002763567,25,2016-03-27
FOODS_3_080,2016-04-03,28.15429958949938,20,2016-03-27
FOODS_3_090,2016-04-03,92.24851311166742,54,2016-03-27
FOODS_3_120,2016-04-03,68.50473638170762,126,2016-03-27
FOODS_3_252,2016-04-03,57.86507832299789,52,2016-03-27
FOODS_3_555,2016-04-03,26.890223638848127,30,2016-03-27
FOODS_3_586,2016-04-03,58.15150902196901,54,2016-03-27
FOODS_3_587,2016-04-03,50.942366862755236,29,2016-03-27
FOODS_3_714,2016-04-03,33.53505812305962,23,2016-03-27
FOODS_3_808,2016-04-03,11.516305428840719,0,2016-03-27
FOODS_2_197,2016-04-04,16.54749936236291,28,2016-03-27
FOODS_3_080,2016-04-04,17.58764128688104,21,2016-03-27
FOODS_3_090,2016-04-04,60.345063111737666,42,2016-03-27
FOODS_3_120,2016-04-04,38.77595604887404,24,2016-03-27
FOODS_3_252,2016-04-04,35.4446273210756,33,2016-03-27
FOODS_3_555,2016-04-04,17.23575045490459,16,2016-03-27
FOODS_3_586,2016-04-04,36.81631178932988,30,2016-03-27
FOODS_3_587,2016-04-04,35.81911884033961,23,2016-03-27
FOODS_3_714,2016-04-04,19.571887118356898,25,2016-03-27
FOODS_3_808,2016-04-04,9.700340242910654,0,2016-03-27
FOODS_2_197,2016-04-05,15.336158426988003,12,2016-03-27
FOODS_3_080,2016-04-05,18.42472868696405,17,2016-03-27
FOODS_3_090,2016-04-05,52.4764671675123,29,2016-03-27
FOODS_3_120,2016-04-05,30.79428486163292,0,2016-03-27
FOODS_3_252,2016-04-05,32.01750824259333,32,2016-03-27
FOODS_3_555,2016-04-05,16.987563946106654,21,2016-03-27
FOODS_3_586,2016-04-05,34.18752898779749,37,2016-03-27
FOODS_3_587,2016-04-05,30.677279615571372,21,2016-03-27
FOODS_3_714,2016-04-05,18.171314818069,19,2016-03-27
FOODS_3_808,2016-04-05,10.554624234348323,0,2016-03-27
FOODS_2_197,2016-04-06,15.939665110224244,23,2016-03-27
FOODS_3_080,2016-04-06,16.987563946106654,26,2016-03-27
FOODS_3_090,2016-04-06,53.85397149021971,53,2016-03-27
FOODS_3_120,2016-04-06,34.221504418262185,0,2016-03-27
FOODS_3_252,2016-04-06,33.52012814537422,34,2016-03-27
FOODS_3_555,2016-04-06,16.987563946106654,17,2016-03-27
FOODS_3_586,2016-04-06,34.38316282645762,27,2016-03-27
FOODS_3_587,2016-04-06,31.80578939270996,21,2016-03-27
FOODS_3_714,2016-04-06,18.264700304607242,15,2016-03-27
FOODS_3_808,2016-04-06,10.452781388871955,0,2016-03-27
FOODS_2_197,2016-04-07,16.05506406201164,12,2016-03-27
FOODS_3_080,2016-04-07,18.429460925802868,11,2016-03-27
FOODS_3_090,2016-04-07,55.77439472276252,39,2016-03-27
FOODS_3_120,2016-04-07,34.191061030066024,0,2016-03-27
FOODS_3_252,2016-04-07,33.3191878245694,40,2016-03-27
FOODS_3_555,2016-04-07,17.065112091759037,13,2016-03-27
FOODS_3_586,2016-04-07,35.37199869120341,35,2016-03-27
FOODS_3_587,2016-04-07,31.238084609932688,16,2016-03-27
FOODS_3_714,2016-04-07,19.314375644057034,15,2016-03-27
FOODS_3_808,2016-04-07,10.625739835763632,0,2016-03-27
FOODS_2_197,2016-04-08,17.66541330950802,35,2016-03-27
FOODS_3_080,2016-04-08,19.437056746467526,14,2016-03-27
FOODS_3_090,2016-04-08,76.71387649164915,42,2016-03-27
FOODS_3_120,2016-04-08,45.990562532427475,58,2016-03-27
FOODS_3_252,2016-04-08,44.35200488515314,45,2016-03-27
FOODS_3_555,2016-04-08,19.486616861660874,14,2016-03-27
FOODS_3_586,2016-04-08,43.39920413136552,41,2016-03-27
FOODS_3_587,2016-04-08,35.07581226499036,22,2016-03-27
FOODS_3_714,2016-04-08,23.927195283631306,18,2016-03-27
FOODS_3_808,2016-04-08,10.88869800191669,0,2016-03-27
FOODS_2_197,2016-04-09,22.181576478086328,37,2016-03-27
FOODS_3_080,2016-04-09,30.082481842531156,21,2016-03-27
FOODS_3_090,2016-04-09,99.04663959705208,83,2016-03-27
FOODS_3_120,2016-04-09,62.049665833343674,55,2016-03-27
FOODS_3_252,2016-04-09,57.54264781561889,59,2016-03-27
FOODS_3_555,2016-04-09,27.2526164345262,33,2016-03-27
FOODS_3_586,2016-04-09,54.77413894438913,60,2016-03-27
FOODS_3_587,2016-04-09,44.752342635643025,24,2016-03-27
FOODS_3_714,2016-04-09,34.895420510552924,33,2016-03-27
FOODS_3_808,2016-04-09,13.65969179313534,0,2016-03-27
FOODS_2_197,2016-04-10,24.616521597284564,23,2016-03-27
FOODS_3_080,2016-04-10,26.62970220252432,12,2016-03-27
FOODS_3_090,2016-04-10,87.85311175693052,83,2016-03-27
FOODS_3_120,2016-04-10,59.146349066770846,0,2016-03-27
FOODS_3_252,2016-04-10,57.70569794007731,37,2016-03-27
FOODS_3_555,2016-04-10,25.767564666762237,26,2016-03-27
FOODS_3_586,2016-04-10,58.09192153761959,48,2016-03-27
FOODS_3_587,2016-04-10,51.55100099120338,43,2016-03-27
FOODS_3_714,2016-04-10,33.60243865536008,25,2016-03-27
FOODS_3_808,2016-04-10,15.573231452343833,0,2016-03-27
FOODS_2_197,2016-04-11,16.766810214147906,20,2016-03-27
FOODS_3_080,2016-04-11,16.470761357160672,19,2016-03-27
FOODS_3_090,2016-04-11,55.804273904391195,48,2016-03-27
