id,item_id,d,units,date,event_name_1,snap_CA,wm_yr_wk,store_id,sell_price,price_lag_7,price_change,price_rel,dayofweek,is_weekend,month,is_event,lag_7,lag_14,lag_28,roll_mean_7,roll_mean_28
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_44,0,2011-03-13,,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,3,0,8.0,8.0,31.0,15.857142857142858,9.035714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_45,12,2011-03-14,,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,3,0,30.0,0.0,0.0,14.714285714285714,7.928571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_46,4,2011-03-15,,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,3,0,31.0,8.0,23.0,12.142857142857142,8.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_47,1,2011-03-16,LentWeek2,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,3,1,3.0,0.0,9.0,8.285714285714286,7.678571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_48,8,2011-03-17,StPatricksDay,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,3,1,0.0,2.0,1.0,8.0,7.392857142857143
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_49,0,2011-03-18,,0,11107,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,3,0,31.0,11.0,22.0,9.142857142857142,7.642857142857143
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_50,0,2011-03-19,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,3,0,8.0,10.0,1.0,4.714285714285714,6.857142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_51,2,2011-03-20,Purim End,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,3,1,0.0,8.0,16.0,3.5714285714285716,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_52,14,2011-03-21,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,3,0,12.0,30.0,0.0,3.857142857142857,6.321428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_53,0,2011-03-22,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,3,0,4.0,31.0,0.0,4.142857142857143,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_54,0,2011-03-23,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,3,0,1.0,3.0,0.0,3.5714285714285716,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_55,0,2011-03-24,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,3,0,8.0,0.0,0.0,3.4285714285714284,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_56,0,2011-03-25,,0,11108,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,3,0,0.0,31.0,0.0,2.2857142857142856,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_57,0,2011-03-26,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,3,0,0.0,8.0,0.0,2.2857142857142856,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_58,0,2011-03-27,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,3,0,2.0,0.0,8.0,2.2857142857142856,6.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_59,0,2011-03-28,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,3,0,14.0,12.0,0.0,2.0,6.535714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_60,0,2011-03-29,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,3,0,0.0,4.0,8.0,0.0,6.535714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_61,8,2011-03-30,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,3,0,0.0,1.0,0.0,0.0,6.25
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_62,0,2011-03-31,,0,11109,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,3,0,0.0,8.0,2.0,1.1428571428571428,6.535714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_63,0,2011-04-01,,1,11109,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,4,0,0.0,0.0,11.0,1.1428571428571428,6.464285714285714
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_64,0,2011-04-02,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,4,0,0.0,0.0,10.0,1.1428571428571428,6.071428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_65,0,2011-04-03,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,4,0,0.0,2.0,8.0,1.1428571428571428,5.714285714285714
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_66,0,2011-04-04,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,4,0,0.0,14.0,30.0,1.1428571428571428,5.428571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_67,0,2011-04-05,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,4,0,0.0,0.0,31.0,1.1428571428571428,4.357142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_68,0,2011-04-06,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,4,0,8.0,0.0,3.0,1.1428571428571428,3.25
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_69,24,2011-04-07,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,4,0,0.0,0.0,0.0,0.0,3.142857142857143
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_70,0,2011-04-08,,1,11110,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,4,0,0.0,0.0,31.0,3.4285714285714284,4.0
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_71,24,2011-04-09,,1,11111,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,4,0,0.0,0.0,8.0,3.4285714285714284,2.892857142857143
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_72,4,2011-04-10,,1,11111,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,4,0,0.0,0.0,0.0,6.857142857142857,3.4642857142857144
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_73,32,2011-04-11,,0,11111,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,4,0,0.0,0.0,12.0,7.428571428571429,3.607142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_74,0,2011-04-12,,0,11111,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,4,0,0.0,0.0,4.0,12.0,4.321428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_75,20,2011-04-13,,0,11111,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,4,0,0.0,8.0,1.0,12.0,4.178571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_76,12,2011-04-14,,0,11111,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,4,0,24.0,0.0,8.0,14.857142857142858,4.857142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_77,6,2011-04-15,,0,11111,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,4,0,0.0,0.0,0.0,13.142857142857142,5.0
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_78,24,2011-04-16,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,4,0,24.0,0.0,0.0,14.0,5.214285714285714
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_79,10,2011-04-17,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,4,0,4.0,0.0,2.0,14.0,6.071428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_80,7,2011-04-18,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,4,0,32.0,0.0,14.0,14.857142857142858,6.357142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_81,18,2011-04-19,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,4,0,0.0,0.0,0.0,11.285714285714286,6.107142857142857
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_82,14,2011-04-20,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,4,0,20.0,0.0,0.0,13.857142857142858,6.75
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_83,5,2011-04-21,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,4,0,12.0,24.0,0.0,13.0,7.25
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_84,11,2011-04-22,,0,11112,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,4,0,6.0,0.0,0.0,12.0,7.428571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_85,27,2011-04-23,,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,4,0,24.0,24.0,0.0,12.714285714285714,7.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_86,11,2011-04-24,OrthodoxEaster,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,4,1,10.0,4.0,0.0,13.142857142857142,8.785714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_87,17,2011-04-25,,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,4,0,7.0,32.0,0.0,13.285714285714286,9.178571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_88,21,2011-04-26,Pesach End,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,4,1,18.0,0.0,0.0,14.714285714285714,9.785714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_89,11,2011-04-27,,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,4,0,14.0,20.0,8.0,15.142857142857142,10.535714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_90,8,2011-04-28,,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,4,0,5.0,12.0,0.0,14.714285714285714,10.642857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_91,15,2011-04-29,,0,11113,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,4,0,11.0,6.0,0.0,15.142857142857142,10.928571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_92,25,2011-04-30,,0,11114,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,4,0,27.0,24.0,0.0,15.714285714285714,11.464285714285714
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_93,0,2011-05-01,,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,5,0,11.0,10.0,0.0,15.428571428571429,12.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_94,0,2011-05-02,,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,5,0,17.0,7.0,0.0,13.857142857142858,12.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_95,0,2011-05-03,,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,5,0,21.0,18.0,0.0,11.428571428571429,12.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_96,0,2011-05-04,,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,5,0,11.0,14.0,0.0,8.428571428571429,12.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_97,0,2011-05-05,Cinco De Mayo,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,5,1,8.0,5.0,24.0,6.857142857142857,12.357142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_98,0,2011-05-06,,1,11114,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,5,0,15.0,11.0,0.0,5.714285714285714,11.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_99,0,2011-05-07,,1,11115,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,5,0,25.0,27.0,24.0,3.5714285714285716,11.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_100,0,2011-05-08,Mother's day,1,11115,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,5,1,0.0,11.0,4.0,0.0,10.642857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_101,48,2011-05-09,,1,11115,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,5,0,0.0,17.0,32.0,0.0,10.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_102,28,2011-05-10,,1,11115,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,5,0,0.0,21.0,0.0,6.857142857142857,11.071428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_103,34,2011-05-11,,0,11115,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,5,0,0.0,11.0,20.0,10.857142857142858,12.071428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_104,27,2011-05-12,,0,11115,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,5,0,0.0,8.0,12.0,15.714285714285714,12.571428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_105,19,2011-05-13,,0,11115,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,5,0,0.0,15.0,6.0,19.571428571428573,13.107142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_106,36,2011-05-14,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,5,0,0.0,25.0,24.0,22.285714285714285,13.571428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_107,31,2011-05-15,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,5,0,0.0,0.0,10.0,27.428571428571427,14.0
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_108,22,2011-05-16,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,5,0,48.0,0.0,7.0,31.857142857142858,14.75
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_109,16,2011-05-17,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,5,0,28.0,0.0,18.0,28.142857142857142,15.285714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_110,16,2011-05-18,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,5,0,34.0,0.0,14.0,26.428571428571427,15.214285714285714
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_111,13,2011-05-19,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,5,0,27.0,0.0,5.0,23.857142857142858,15.285714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_112,23,2011-05-20,,0,11116,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,5,0,19.0,0.0,11.0,21.857142857142858,15.571428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_113,23,2011-05-21,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,5,0,36.0,0.0,27.0,22.428571428571427,16.0
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_114,10,2011-05-22,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,5,0,31.0,0.0,11.0,20.571428571428573,15.857142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_115,18,2011-05-23,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,5,0,22.0,48.0,17.0,17.571428571428573,15.821428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_116,9,2011-05-24,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,5,0,16.0,28.0,21.0,17.0,15.857142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_117,21,2011-05-25,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,5,0,16.0,34.0,11.0,16.0,15.428571428571429
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_118,11,2011-05-26,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,5,0,13.0,27.0,8.0,16.714285714285715,15.785714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_119,12,2011-05-27,,0,11117,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,5,0,23.0,19.0,15.0,16.428571428571427,15.892857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_120,19,2011-05-28,,0,11118,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,5,0,23.0,36.0,25.0,14.857142857142858,15.785714285714286
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_121,9,2011-05-29,,0,11118,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,5,0,10.0,31.0,0.0,14.285714285714286,15.571428571428571
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_122,16,2011-05-30,MemorialDay,0,11118,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,5,1,18.0,22.0,0.0,14.142857142857142,15.892857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_123,13,2011-05-31,NBAFinalsStart,0,11118,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,5,1,9.0,16.0,0.0,13.857142857142858,16.464285714285715
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_124,19,2011-06-01,,1,11118,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,6,0,21.0,16.0,0.0,14.428571428571429,16.928571428571427
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_125,16,2011-06-02,,1,11118,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,6,0,11.0,13.0,0.0,14.142857142857142,17.607142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_126,24,2011-06-03,,1,11118,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,6,0,12.0,23.0,0.0,14.857142857142858,18.178571428571427
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_127,22,2011-06-04,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,6,0,19.0,23.0,0.0,16.571428571428573,19.035714285714285
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_128,34,2011-06-05,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,6,0,9.0,10.0,0.0,17.0,19.821428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_129,24,2011-06-06,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,6,0,16.0,18.0,48.0,20.571428571428573,21.035714285714285
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_130,16,2011-06-07,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,6,0,13.0,9.0,28.0,21.714285714285715,20.178571428571427
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_131,15,2011-06-08,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,6,0,19.0,21.0,34.0,22.142857142857142,19.75
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_132,20,2011-06-09,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,6,0,16.0,11.0,27.0,21.571428571428573,19.071428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_133,33,2011-06-10,,1,11119,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,6,0,24.0,12.0,19.0,22.142857142857142,18.821428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_134,31,2011-06-11,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,6,0,22.0,19.0,36.0,23.428571428571427,19.321428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_135,30,2011-06-12,NBAFinalsEnd,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,6,1,34.0,9.0,31.0,24.714285714285715,19.142857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_136,25,2011-06-13,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,6,0,24.0,16.0,22.0,24.142857142857142,19.107142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_137,26,2011-06-14,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,6,0,16.0,13.0,16.0,24.285714285714285,19.214285714285715
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_138,14,2011-06-15,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,6,0,15.0,19.0,16.0,25.714285714285715,19.571428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_139,17,2011-06-16,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,6,0,20.0,16.0,13.0,25.571428571428573,19.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_140,17,2011-06-17,,0,11120,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,6,0,33.0,24.0,23.0,25.142857142857142,19.642857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_141,27,2011-06-18,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,6,0,31.0,22.0,23.0,22.857142857142858,19.428571428571427
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_142,23,2011-06-19,Father's day,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,6,1,30.0,34.0,10.0,22.285714285714285,19.571428571428573
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_143,14,2011-06-20,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,6,0,25.0,24.0,18.0,21.285714285714285,20.035714285714285
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_144,29,2011-06-21,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,6,0,26.0,16.0,9.0,19.714285714285715,19.892857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_145,12,2011-06-22,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,6,0,14.0,15.0,21.0,20.142857142857142,20.607142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_146,17,2011-06-23,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,6,0,17.0,20.0,11.0,19.857142857142858,20.285714285714285
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_147,22,2011-06-24,,0,11121,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,6,0,17.0,33.0,12.0,19.857142857142858,20.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_148,20,2011-06-25,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,6,0,27.0,31.0,19.0,20.571428571428573,20.857142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_149,26,2011-06-26,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,6,0,23.0,30.0,9.0,19.571428571428573,20.892857142857142
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_150,26,2011-06-27,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,0,0,6,0,14.0,25.0,16.0,20.0,21.5
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_151,25,2011-06-28,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,1,0,6,0,29.0,26.0,13.0,21.714285714285715,21.857142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_152,16,2011-06-29,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,2,0,6,0,12.0,14.0,19.0,21.142857142857142,22.285714285714285
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_153,18,2011-06-30,,0,11122,CA_1,2.98,2.98,0.0,0.923008428732371,3,0,6,0,17.0,17.0,16.0,21.714285714285715,22.178571428571427
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_154,20,2011-07-01,,1,11122,CA_1,2.98,2.98,0.0,0.923008428732371,4,0,7,0,22.0,17.0,24.0,21.857142857142858,22.25
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_155,42,2011-07-02,,1,11123,CA_1,2.98,2.98,0.0,0.923008428732371,5,1,7,0,20.0,27.0,22.0,21.571428571428573,22.107142857142858
FOODS_2_197_CA_1_evaluation,FOODS_2_197,d_156,64,2011-07-03,,1,11123,CA_1,2.98,2.98,0.0,0.923008428732371,6,1,7,0,26.0,23.0,34.0,24.714285714285715,22.821428571428573
