item_id,date,units,q10,q50,q90
FOODS_3_586,2016-04-27,30,18.414108075113354,29.978677915542324,38.7910578313577
FOODS_3_587,2016-04-27,21,11.119419884202703,17.156913782759187,25.675056440869387
FOODS_3_714,2016-04-27,10,8.329171515831366,12.685509496683617,21.426009144951916
FOODS_3_808,2016-04-27,0,1.4548983122878444e-11,2.5607693204544293,12.123096548112477
FOODS_2_197,2016-04-28,7,6.7713729958830635,10.644437871494892,21.23336203781126
FOODS_3_080,2016-04-28,10,8.679204546994098,13.032220474405767,19.102332725253206
FOODS_3_090,2016-04-28,67,27.049053715997644,43.69709634071118,58.61735267552237
FOODS_3_120,2016-04-28,43,11.997312923407277,25.858392049466733,49.45449677668924
FOODS_3_252,2016-04-28,28,19.243119405853538,28.833184938047406,38.44524586046692
FOODS_3_555,2016-04-28,16,8.756449719382285,13.014058513853593,21.857314233814012
FOODS_3_586,2016-04-28,27,22.19120520994284,29.678320912505367,42.31385141637253
FOODS_3_587,2016-04-28,5,9.706597457862928,16.03908283360509,24.31187635849342
FOODS_3_714,2016-04-28,7,8.452207494108194,13.609507760916946,19.678335255316657
FOODS_3_808,2016-04-28,0,1.4548983122878444e-11,2.8839065925663228,10.843840951370485
FOODS_2_197,2016-04-29,21,8.352633167619636,12.675368163170537,22.310158289866852
FOODS_3_080,2016-04-29,9,10.968916796875943,18.680892439237734,26.429167987318152
FOODS_3_090,2016-04-29,63,38.221871989264834,58.38717404997935,75.72037205108286
FOODS_3_120,2016-04-29,45,17.46399769293263,36.520350439466135,59.799402257876615
FOODS_3_252,2016-04-29,38,23.057157709540835,35.45166298258716,48.21462068941206
FOODS_3_555,2016-04-29,18,10.715842274683649,16.448979048516744,21.877076697749043
FOODS_3_586,2016-04-29,36,22.859363314596784,32.81180176182371,45.57235373097112
FOODS_3_587,2016-04-29,19,11.303570980840917,17.842120059805364,27.29522512227491
FOODS_3_714,2016-04-29,16,12.033152586137815,20.670848055002377,26.005542266146307
FOODS_3_808,2016-04-29,0,1.4548983122878444e-11,2.669871947966393,11.42407345298241
FOODS_2_197,2016-04-30,19,11.80498377955353,20.200740654249447,29.341138401963622
FOODS_3_080,2016-04-30,27,15.978243948334024,23.872272873912987,31.397748404172752
FOODS_3_090,2016-04-30,99,50.52390602690433,68.23779734497502,89.17937432596892
FOODS_3_120,2016-04-30,73,23.499699787243888,48.797029672133334,78.33772911043499
FOODS_3_252,2016-04-30,49,35.55747075158206,49.49144398203931,66.20566528339008
FOODS_3_555,2016-04-30,25,16.614311851516806,24.244201226539754,32.03493624703604
FOODS_3_586,2016-04-30,52,33.18787229537242,43.135266458347104,61.16025081390819
FOODS_3_587,2016-04-30,16,15.769004999044705,24.050132477607864,34.466698704375204
FOODS_3_714,2016-04-30,38,17.721577413904747,27.554452430084805,39.45118681688298
FOODS_3_808,2016-04-30,0,1.4548983122878444e-11,2.1892152608355007,11.22245336804987
FOODS_2_197,2016-05-01,48,12.752576899513475,25.50581342160783,33.2445339607767
FOODS_3_080,2016-05-01,18,16.594679446732457,23.251042545312618,29.888394737172327
FOODS_3_090,2016-05-01,71,47.58473642794546,65.10503502694188,87.5900985964756
FOODS_3_120,2016-05-01,62,20.009089794557806,58.48695182068191,79.71969877325624
FOODS_3_252,2016-05-01,82,37.0015498513844,53.434758294735346,66.50097988045944
FOODS_3_555,2016-05-01,29,16.92480960830389,24.50892369836821,31.46417739057525
FOODS_3_586,2016-05-01,52,37.74880024829624,52.94828421805664,63.48045507185156
FOODS_3_587,2016-05-01,26,17.288621425043306,26.493504814104465,37.34739746437423
FOODS_3_714,2016-05-01,44,20.41658939110522,29.028566844083603,34.66422825073016
FOODS_3_808,2016-05-01,0,1.4548983122878444e-11,2.5991252154171582,11.837926135054696
FOODS_2_197,2016-05-02,36,8.970064309990116,20.29931282593247,27.930159385762682
FOODS_3_080,2016-05-02,23,10.555189327352824,16.63138114163606,22.78558568144844
FOODS_3_090,2016-05-02,59,32.38233236912254,45.31598651405303,61.4686411438903
FOODS_3_120,2016-05-02,30,7.2405618537746514,36.94995762331404,56.07438176209867
FOODS_3_252,2016-05-02,37,19.834484165918674,32.51229739381086,43.38217218064312
FOODS_3_555,2016-05-02,16,10.85866798181891,16.668352730749415,22.320200275112406
FOODS_3_586,2016-05-02,41,22.62522988628679,34.77333452169703,42.40416930677609
FOODS_3_587,2016-05-02,25,13.337458366632289,23.27277805518509,29.142099229911235
FOODS_3_714,2016-05-02,21,11.439215843576877,17.319505459941748,24.22946126484125
FOODS_3_808,2016-05-02,0,1.4548983122878444e-11,3.3391384542526144,14.311556442232606
FOODS_2_197,2016-05-03,21,8.21064726526505,15.831581270365275,27.964242737611496
FOODS_3_080,2016-05-03,15,9.865862227844836,14.502874677984556,21.726773256987567
FOODS_3_090,2016-05-03,35,30.9677750758275,41.63958287676079,58.018451584862746
FOODS_3_120,2016-05-03,39,5.687543475910065,31.033919545149875,54.52287843984231
FOODS_3_252,2016-05-03,41,21.523223378987144,31.67838974533112,41.2402623427577
FOODS_3_555,2016-05-03,18,10.403313984221759,15.63185309358027,22.453689931928203
FOODS_3_586,2016-05-03,39,24.262893891278193,34.10733279367361,42.60116281341878
FOODS_3_587,2016-05-03,17,10.91482030558561,17.62383626485941,30.209819271556867
FOODS_3_714,2016-05-03,16,10.386151504860527,15.956572705923113,22.17408673907252
FOODS_3_808,2016-05-03,0,1.4548983122878444e-11,2.4184549738713033,19.26280348225245
FOODS_2_197,2016-05-04,18,8.0548716259829,16.89476608140294,27.100172889748325
FOODS_3_080,2016-05-04,35,11.709775838934378,16.169449591875345,24.45368637312538
FOODS_3_090,2016-05-04,47,30.570649807712467,41.45160473527704,58.49303591927217
FOODS_3_120,2016-05-04,31,7.173313848636619,31.483126666922335,53.17445977075103
FOODS_3_252,2016-05-04,16,19.906258742534988,30.48471300798587,40.51204915137711
FOODS_3_555,2016-05-04,13,10.16870023411569,15.583924603793095,21.93507349475413
FOODS_3_586,2016-05-04,34,22.00851238043857,32.8082289638156,39.94327537060891
FOODS_3_587,2016-05-04,17,11.255784352418182,18.96615267578054,28.18458889439757
FOODS_3_714,2016-05-04,13,10.405617306047809,15.673515729011969,20.449520035873103
FOODS_3_808,2016-05-04,0,1.4548983122878444e-11,2.060059623779628,17.687526258975492
FOODS_2_197,2016-05-05,13,8.237209037935921,14.990229401626953,26.523737674489766
FOODS_3_080,2016-05-05,9,9.611488588431996,12.84242405676869,21.443373894198203
FOODS_3_090,2016-05-05,73,32.81756010371397,46.69032824767522,58.65484399837194
FOODS_3_120,2016-05-05,26,6.734483729558786,32.37335548408752,52.81359323524707
FOODS_3_252,2016-05-05,28,23.8019120366052,34.127502892187415,42.65102023530791
FOODS_3_555,2016-05-05,17,9.962584664136795,15.207137194556195,21.45605360199073
FOODS_3_586,2016-05-05,39,22.725303556887503,34.20088947101694,41.64659949758693
FOODS_3_587,2016-05-05,20,10.865810659184124,17.754792696042575,24.534707079860723
FOODS_3_714,2016-05-05,20,10.471127911005453,16.361166685955755,23.81806236513531
FOODS_3_808,2016-05-05,0,1.4548983122878444e-11,1.6696726830251623,17.52687525596042
FOODS_2_197,2016-05-06,20,10.796304905913722,20.931530108244974,31.26024346351316
FOODS_3_080,2016-05-06,23,11.725247147982978,17.792284412017633,23.49609234995945
FOODS_3_090,2016-05-06,89,39.7728096291379,58.60846353721091,81.02428554506544
FOODS_3_120,2016-05-06,61,15.219369074817818,40.275614741640794,60.14360324290787
FOODS_3_252,2016-05-06,30,28.84847691421474,40.96513862436421,51.217386341577836
FOODS_3_555,2016-05-06,17,11.67402751059278,18.374847402064848,24.751641903290626
FOODS_3_586,2016-05-06,43,26.293348944764833,37.53432455187126,48.329063035818564
FOODS_3_587,2016-05-06,14,12.823596414863415,21.426689808442756,30.582953103209576
FOODS_3_714,2016-05-06,16,13.177418212485518,20.49946449317522,28.65676373109218
FOODS_3_808,2016-05-06,0,1.4548983122878444e-11,1.868199764005061,18.01922495499042
FOODS_2_197,2016-05-07,33,15.067038069733034,26.907467847679587,37.511411309535994
FOODS_3_080,2016-05-07,25,15.727622301070976,26.396690245885683,32.664427006916966
FOODS_3_090,2016-05-07,104,55.152876187064265,74.35848896985868,97.11264920244253
FOODS_3_120,2016-05-07,57,23.794793711985413,55.52279537350894,78.92589043959048
FOODS_3_252,2016-05-07,45,40.30863735081796,55.32462873234146,69.70278343075893
FOODS_3_555,2016-05-07,30,17.486725416354027,25.493511710386638,36.128398339292325
FOODS_3_586,2016-05-07,52,36.23527975126949,51.67436244049643,64.30941965552563
FOODS_3_587,2016-05-07,25,17.38240268679906,27.173079090000886,40.933585242688494
FOODS_3_714,2016-05-07,23,19.124269141614583,30.228273723364264,39.670159619534175
FOODS_3_808,2016-05-07,0,1.4548983122878444e-11,1.5796796398248427,10.051993098594128
FOODS_2_197,2016-05-08,10,15.726159397604496,26.855869241481766,34.49966557211606
FOODS_3_080,2016-05-08,18,16.205818013533136,23.42099040889168,30.421967787001286
FOODS_3_090,2016-05-08,77,51.46827141322441,72.28146035703233,95.04199472460391
FOODS_3_120,2016-05-08,76,22.715303319605734,58.83129335076846,85.63010268698994
FOODS_3_252,2016-05-08,69,39.74839804239913,54.71342200797994,65.2323215452942
FOODS_3_555,2016-05-08,27,17.606655584782047,24.454646007490506,30.942486227766047
FOODS_3_586,2016-05-08,61,40.370815541103056,56.869490952156426,66.60282861329551
FOODS_3_587,2016-05-08,21,16.84125573629576,29.047495041193084,41.758477542882304
FOODS_3_714,2016-05-08,37,20.0781112323318,28.440570117579778,36.65177227872059
FOODS_3_808,2016-05-08,0,1.4548983122878444e-11,1.950265061926589,10.90677725750101
FOODS_2_197,2016-05-09,25,11.310342877416232,20.528543632353557,30.437432251767767
FOODS_3_080,2016-05-09,16,11.527238275587361,16.773873131067635,22.47920407655332
FOODS_3_090,2016-05-09,72,31.89780970356134,49.676431385207984,64.08072717818455
FOODS_3_120,2016-05-09,32,8.296188332001348,36.013698982693064,62.953969039794714
FOODS_3_252,2016-05-09,36,23.16423492185872,36.3388768783738,48.10382716600973
FOODS_3_555,2016-05-09,18,11.186063097878018,17.46896177305658,22.68377919251787
FOODS_3_586,2016-05-09,48,24.925173651398996,37.022044583143035,48.82808280455845
FOODS_3_587,2016-05-09,23,13.998269725106331,27.165721493194486,36.34061260626335
FOODS_3_714,2016-05-09,5,10.54031303135774,17.4693307149189,25.394800470118025
FOODS_3_808,2016-05-09,0,1.4548983122878444e-11,2.8618796111927196,14.477707614067667
FOODS_2_197,2016-05-10,31,11.446058685187785,19.679134311378423,32.34022287171793
FOODS_3_080,2016-05-10,17,10.163552055526177,15.31521417749459,21.974681096182277
FOODS_3_090,2016-05-10,46,28.96230067070117,43.707535425268354,61.10901400235442
FOODS_3_120,2016-05-10,24,5.900452450188544,33.038675677477805,52.76577851932351
FOODS_3_252,2016-05-10,34,21.615395812275505,31.882422660024016,46.15276889012479
FOODS_3_555,2016-05-10,22,10.146972683854694,15.552068165877474,22.02638080529218
FOODS_3_586,2016-05-10,41,24.270587494690066,33.92496929854902,44.72949180964453
FOODS_3_587,2016-05-10,10,10.857261797077628,20.370612680364413,32.49338967265903
FOODS_3_714,2016-05-10,6,9.643368040941683,15.88652166166987,25.111170288497945
FOODS_3_808,2016-05-10,0,1.4548983122878444e-11,1.6138118651928863,12.015690236243136
FOODS_2_197,2016-05-11,12,8.359307351306798,13.892206616493228,23.959255534473506
FOODS_3_080,2016-05-11,16,8.799939649531678,14.549661449048584,21.97710910771306
FOODS_3_090,2016-05-11,30,28.238428781642842,43.49203681938288,58.08223355781173
FOODS_3_120,2016-05-11,24,7.460394731283254,30.518471249270117,48.21936990186366
FOODS_3_252,2016-05-11,30,22.056337815229195,30.493423960553354,42.08850384770358
FOODS_3_555,2016-05-11,27,8.799939649531678,14.680617587705198,22.295041994684993
FOODS_3_586,2016-05-11,34,20.960270599776738,31.168099446304094,42.276330670595954
FOODS_3_587,2016-05-11,21,11.595762907136832,17.62006340262141,26.753441612931216
FOODS_3_714,2016-05-11,5,8.516600021378325,14.13120361440126,23.334601218481424
FOODS_3_808,2016-05-11,0,1.4548983122878444e-11,1.7703057500158175,9.850953888971604
FOODS_2_197,2016-05-12,17,8.379371341408248,12.207188817447465,23.486773406356043
FOODS_3_080,2016-05-12,18,8.503074706849027,13.478409595484875,22.068643785707796
FOODS_3_090,2016-05-12,35,29.36202488444199,44.82059447094664,60.24110020779276
FOODS_3_120,2016-05-12,25,12.2570448946981,33.25393848188218,52.14511459145664
FOODS_3_252,2016-05-12,20,21.211208843264256,30.172600288448155,42.37970530414713
FOODS_3_555,2016-05-12,14,8.876314710840349,14.344070699242083,22.4521533625619
FOODS_3_586,2016-05-12,44,24.23786319309759,33.24122297608073,44.27873618570604
FOODS_3_587,2016-05-12,12,9.862711253521644,17.796196075300873,26.01602372321788
FOODS_3_714,2016-05-12,21,8.60972798281201,14.191976556467813,24.154179810601512
FOODS_3_808,2016-05-12,0,1.4548983122878444e-11,1.5953791598637002,9.63277626166685
FOODS_2_197,2016-05-13,15,9.37077825771613,13.42130548890612,26.018279340934292
FOODS_3_080,2016-05-13,14,10.075247505625963,17.2397027016299,23.958346433131663
FOODS_3_090,2016-05-13,77,35.925812967683015,56.660140324219704,77.17178124348544
FOODS_3_120,2016-05-13,37,17.094023794137097,43.816231264337105,59.00299621515002
FOODS_3_252,2016-05-13,38,26.72868070375781,38.971776332382255,52.2919889377432
FOODS_3_555,2016-05-13,20,10.231465574158303,17.02129573184283,24.3356404201579
FOODS_3_586,2016-05-13,42,26.31711841456935,36.00727176635707,49.2121654833153
FOODS_3_587,2016-05-13,21,11.486424744227543,19.529855037888854,28.37933658910077
FOODS_3_714,2016-05-13,17,12.480274371843581,19.262817143099493,27.40108929156774
FOODS_3_808,2016-05-13,0,1.4548983122878444e-11,1.5822065850747065,8.875889513996102
FOODS_2_197,2016-05-14,27,14.33065623989107,21.025701321881012,31.10301062025433
FOODS_3_080,2016-05-14,19,16.066388311377636,24.243949967551284,31.34360050445664
FOODS_3_090,2016-05-14,47,53.14099383451858,74.89985526608633,94.278583330161
FOODS_3_120,2016-05-14,53,23.19908194054989,54.91966782343205,78.70300522674435
FOODS_3_252,2016-05-14,61,38.573723543358575,54.37757183338252,68.41904019098646
FOODS_3_555,2016-05-14,26,16.926687259682986,23.825800999172575,34.4916121980252
FOODS_3_586,2016-05-14,45,36.008317905140345,45.62324085547485,61.91961204396829
FOODS_3_587,2016-05-14,20,17.441628226351003,26.319923188582006,37.799594650876976
FOODS_3_714,2016-05-14,40,19.045602967886204,29.865426613215323,40.9009233701056
FOODS_3_808,2016-05-14,0,1.4548983122878444e-11,1.7264506464987541,9.68723700283677
FOODS_2_197,2016-05-15,32,14.500257464335384,24.608030596368817,32.00786659526599
FOODS_3_080,2016-05-15,26,16.758198646493035,23.70976655659437,30.97814110336858
FOODS_3_090,2016-05-15,74,51.846025655655176,74.3234853877138,96.74038911333733
FOODS_3_120,2016-05-15,43,25.761538423659488,55.384248449020035,79.8817791552728
FOODS_3_252,2016-05-15,61,41.59107326392118,56.23928399857242,69.36836094298644
FOODS_3_555,2016-05-15,25,16.44536575291561,24.693844741294566,32.52005703291812
FOODS_3_586,2016-05-15,71,42.06695354117637,54.64691062209539,68.76689355385926
FOODS_3_587,2016-05-15,29,18.651688109438705,29.805955497232116,41.32817011708125
FOODS_3_714,2016-05-15,34,20.28854599500182,29.78980843660793,38.402524459951984
FOODS_3_808,2016-05-15,0,1.4548983122878444e-11,2.492329040184877,10.117552713703498
FOODS_2_197,2016-05-16,18,7.79906688401157,16.783941413827566,24.564391856432685
FOODS_3_080,2016-05-16,15,9.595091541850923,15.165758775139677,22.003158137953953
FOODS_3_090,2016-05-16,38,28.888978440140498,46.17655022070222,62.18270434847669
FOODS_3_120,2016-05-16,41,10.47207661798325,34.76259093498289,55.98028637649143
FOODS_3_252,2016-05-16,36,20.83413727544753,30.416846513199044,42.47599084414183
FOODS_3_555,2016-05-16,19,9.501333540311743,14.929619552333834,22.003158137953953
FOODS_3_586,2016-05-16,34,22.362497048299755,32.012014342976094,43.19689012053184
FOODS_3_587,2016-05-16,40,11.236383227554072,21.12396201629669,30.597335288064567
FOODS_3_714,2016-05-16,17,9.454414607291858,15.219122340235613,23.586933839571614
FOODS_3_808,2016-05-16,0,1.4548983122878444e-11,2.8264451039657494,13.354991418318136
FOODS_2_197,2016-05-17,28,6.783808317844569,14.095940480407334,23.28955668806473
FOODS_3_080,2016-05-17,15,8.814640852594854,13.99916783689673,21.423782055280817
FOODS_3_090,2016-05-17,42,28.81640706015235,43.22355215169281,57.25883169219407
FOODS_3_120,2016-05-17,38,13.516693101618984,34.69283293683787,53.347437299398315
FOODS_3_252,2016-05-17,34,22.552974763920574,31.589025040397598,43.18034482169744
FOODS_3_555,2016-05-17,19,8.613689950418209,14.457713833530343,21.796538243696137
FOODS_3_586,2016-05-17,46,23.499536849555685,32.523600912405904,39.88689694561536
FOODS_3_587,2016-05-17,21,9.38449610296452,15.754366099368964,25.980520964285382
FOODS_3_714,2016-05-17,15,8.377311787499618,15.169189008652362,22.279869582783196
FOODS_3_808,2016-05-17,0,1.4548983122878444e-11,1.9709248754671869,12.487408273612262
FOODS_2_197,2016-05-18,12,6.616689879842954,14.251035355323394,22.752876413363825
FOODS_3_080,2016-05-18,26,8.998525886553752,15.659180539403826,23.143563487821808
FOODS_3_090,2016-05-18,39,27.2117177236379,42.0270200879531,57.892654243830385
FOODS_3_120,2016-05-18,16,13.516693101618984,34.77402416305093,54.27645685545819
FOODS_3_252,2016-05-18,39,20.317005923528708,28.992006784899875,39.602106414893775
FOODS_3_555,2016-05-18,26,8.404113138953244,13.415608738416564,21.488884340062583
FOODS_3_586,2016-05-18,33,21.278339365639596,30.703577526167063,39.21922975019696
FOODS_3_587,2016-05-18,24,9.357142835969308,15.994743079131384,24.716597346905054
FOODS_3_714,2016-05-18,18,8.675534125771557,14.385122213671535,22.368671051820165
FOODS_3_808,2016-05-18,0,1.4548983122878444e-11,1.7703057500158175,10.908194151525189
FOODS_2_197,2016-05-19,21,6.519018988198046,11.242660148158544,21.374977226401832
FOODS_3_080,2016-05-19,17,8.419853656604536,12.861260693518696,21.7331223070051
FOODS_3_090,2016-05-19,51,29.952535995444805,45.95256298814764,58.78628081568605
FOODS_3_120,2016-05-19,23,13.510747288448842,34.38518178561964,55.045931740467715
FOODS_3_252,2016-05-19,30,20.81012319825511,29.509132608701844,41.80043864593896
FOODS_3_555,2016-05-19,16,8.428249572497858,12.960153387472966,21.7331223070051
FOODS_3_586,2016-05-19,18,23.44794838250832,33.00068456270396,42.20263434217206
FOODS_3_587,2016-05-19,29,8.97381153229347,15.769562181465792,24.807319876269908
FOODS_3_714,2016-05-19,18,9.030342884636157,14.404866352040807,22.580204826365048
FOODS_3_808,2016-05-19,0,1.4548983122878444e-11,1.5953791598637002,10.690016524220434
FOODS_2_197,2016-05-20,16,8.047687476367873,12.595628299913665,22.475889015821966
FOODS_3_080,2016-05-20,15,10.044919030623063,15.649779349681518,23.952084732038372
FOODS_3_090,2016-05-20,69,38.92324889533471,58.9088092782594,81.29141254106202
FOODS_3_120,2016-05-20,33,17.096932057615746,43.48668382011005,62.55396434231696
FOODS_3_252,2016-05-20,32,26.19818359795077,37.05157609670412,51.85488207973841
FOODS_3_555,2016-05-20,15,10.102414086083634,16.103485567264197,23.858298251896457
FOODS_3_586,2016-05-20,33,24.623723341920595,34.46931128734118,46.42844900979058
FOODS_3_587,2016-05-20,40,12.00608947751799,18.396463043193084,27.27731431375899
FOODS_3_714,2016-05-20,20,12.480274371843581,19.78827611932598,24.814121400061453
FOODS_3_808,2016-05-20,0,1.4548983122878444e-11,1.5822065850747065,9.93312977654969
FOODS_2_197,2016-05-21,29,12.183819788306124,20.765355147437834,29.361888087888563
FOODS_3_080,2016-05-21,22,15.264879075542051,23.831109848479958,32.57933147287092
FOODS_3_090,2016-05-21,67,53.21110562131213,71.7135047832266,92.33776300459591
FOODS_3_120,2016-05-21,66,24.117428474879176,54.36824747043571,77.78648612427484
FOODS_3_252,2016-05-21,50,38.47283850541568,51.51741487458578,67.15036012046804
FOODS_3_555,2016-05-21,32,15.264879075542051,23.242113589779297,31.860090655555
FOODS_3_586,2016-05-21,48,35.78912997622751,46.59315323262305,62.04143511671553
FOODS_3_587,2016-05-21,39,16.77000967108744,24.37516230114672,36.644826248296546
FOODS_3_714,2016-05-21,21,18.384755129220114,29.5245054418418,34.362610602401226
FOODS_3_808,2016-05-21,0,1.4548983122878444e-11,0.0,6.54535786717154
FOODS_2_197,2016-05-22,26,13.722805039277501,25.58698246901884,35.79268622438481
FOODS_3_080,2016-05-22,21,16.2179595153625,23.44418973865817,31.533586985018793
FOODS_3_090,2016-05-22,64,50.23285322968448,69.23169501362452,91.87827392172024
FOODS_3_120,2016-05-22,114,26.683137238897913,59.124461328416594,79.44707142427592
FOODS_3_252,2016-05-22,50,40.75934817455675,55.88254950072212,68.91359020648932
FOODS_3_555,2016-05-22,26,16.29171982382405,23.783918074517064,31.875465250433287
FOODS_3_586,2016-05-22,43,40.308489009078485,54.05859517577926,65.66537119024467
FOODS_3_587,2016-05-22,52,17.90547993833218,27.162343710256227,35.87724413336804
FOODS_3_714,2016-05-22,23,20.146273653086947,28.946105057446584,36.09576851787393
FOODS_3_808,2016-05-22,0,1.4548983122878444e-11,0.39067121209648503,8.032913840591862
